product,issue,sub_product,timely,company_response,submitted_via,company,date_received,state,sub_issue,common_complaints
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,AL,Their investigation did not fix an error on your report,13
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,AL,Was not notified of investigation status or results,3
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,AR,Investigation took more than 30 days,9
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,AR,Problem with personal statement of dispute,3
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,AR,Their investigation did not fix an error on your report,19
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,AR,Was not notified of investigation status or results,2
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,AZ,Difficulty submitting a dispute or getting information about a dispute over the phone,1
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,AZ,Investigation took more than 30 days,4
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,AZ,Their investigation did not fix an error on your report,17
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,AZ,Was not notified of investigation status or results,2
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,CA,Difficulty submitting a dispute or getting information about a dispute over the phone,1
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,CA,Investigation took more than 30 days,5
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,CA,Their investigation did not fix an error on your report,16
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,CA,Was not notified of investigation status or results,1
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,CO,Investigation took more than 30 days,9
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,CO,Problem with personal statement of dispute,1
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,CO,Their investigation did not fix an error on your report,11
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,CT,Difficulty submitting a dispute or getting information about a dispute over the phone,1
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,CT,Investigation took more than 30 days,3
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,CT,Problem with personal statement of dispute,2
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,CT,Their investigation did not fix an error on your report,15
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,CT,Was not notified of investigation status or results,1
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,DC,Difficulty submitting a dispute or getting information about a dispute over the phone,1
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,DC,Investigation took more than 30 days,8
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,DC,Problem with personal statement of dispute,1
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,DC,Their investigation did not fix an error on your report,12
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,DC,Was not notified of investigation status or results,2
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,DE,Investigation took more than 30 days,9
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,DE,Their investigation did not fix an error on your report,12
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,DE,Was not notified of investigation status or results,2
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,FL,Difficulty submitting a dispute or getting information about a dispute over the phone,1
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,FL,Investigation took more than 30 days,5
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,FL,Problem with personal statement of dispute,1
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,FL,Their investigation did not fix an error on your report,13
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,FL,Was not notified of investigation status or results,2
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,GA,Difficulty submitting a dispute or getting information about a dispute over the phone,1
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,GA,Investigation took more than 30 days,24
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,GA,Problem with personal statement of dispute,1
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,GA,Their investigation did not fix an error on your report,22
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,GA,Was not notified of investigation status or results,2
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,GU,Investigation took more than 30 days,1
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,HI,Investigation took more than 30 days,3
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,HI,Problem with personal statement of dispute,1
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,HI,Their investigation did not fix an error on your report,9
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,HI,Was not notified of investigation status or results,2
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,IA,Investigation took more than 30 days,3
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,IA,Their investigation did not fix an error on your report,7
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,IA,Was not notified of investigation status or results,4
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,ID,Investigation took more than 30 days,2
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,ID,Their investigation did not fix an error on your report,2
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,IL,Difficulty submitting a dispute or getting information about a dispute over the phone,1
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,IL,Investigation took more than 30 days,6
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,IL,Problem with personal statement of dispute,2
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,IL,Their investigation did not fix an error on your report,17
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,IN,Difficulty submitting a dispute or getting information about a dispute over the phone,2
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,IN,Investigation took more than 30 days,4
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,IN,Problem with personal statement of dispute,1
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,IN,Their investigation did not fix an error on your report,44
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,KS,Investigation took more than 30 days,4
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,KS,Their investigation did not fix an error on your report,5
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,KS,Was not notified of investigation status or results,4
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,KY,Investigation took more than 30 days,4
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,KY,Problem with personal statement of dispute,3
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,KY,Their investigation did not fix an error on your report,11
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,LA,Difficulty submitting a dispute or getting information about a dispute over the phone,1
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,LA,Investigation took more than 30 days,8
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,LA,Their investigation did not fix an error on your report,22
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,LA,Was not notified of investigation status or results,1
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,MA,Difficulty submitting a dispute or getting information about a dispute over the phone,1
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,MA,Investigation took more than 30 days,2
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,MA,Their investigation did not fix an error on your report,14
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,MD,Investigation took more than 30 days,7
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,MD,Their investigation did not fix an error on your report,11
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,MD,Was not notified of investigation status or results,6
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,ME,Investigation took more than 30 days,1
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,ME,Their investigation did not fix an error on your report,2
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,MI,Difficulty submitting a dispute or getting information about a dispute over the phone,3
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,MI,Investigation took more than 30 days,6
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,MI,Their investigation did not fix an error on your report,19
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,MN,Investigation took more than 30 days,3
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,MN,Their investigation did not fix an error on your report,20
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,MO,Investigation took more than 30 days,13
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,MO,Their investigation did not fix an error on your report,10
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,MO,Was not notified of investigation status or results,3
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,MS,Difficulty submitting a dispute or getting information about a dispute over the phone,2
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,MS,Investigation took more than 30 days,3
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,MS,Their investigation did not fix an error on your report,19
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,MS,Was not notified of investigation status or results,1
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,MT,Investigation took more than 30 days,1
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,MT,Their investigation did not fix an error on your report,3
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,NC,Difficulty submitting a dispute or getting information about a dispute over the phone,1
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,NC,Investigation took more than 30 days,6
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,NC,Their investigation did not fix an error on your report,21
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,NC,Was not notified of investigation status or results,5
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,ND,Investigation took more than 30 days,1
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,ND,Their investigation did not fix an error on your report,1
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,NE,Investigation took more than 30 days,3
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,NE,Their investigation did not fix an error on your report,28
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,NE,Was not notified of investigation status or results,1
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,NH,Investigation took more than 30 days,2
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,NH,Their investigation did not fix an error on your report,20
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,NJ,Investigation took more than 30 days,3
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,NJ,Problem with personal statement of dispute,2
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,NJ,Their investigation did not fix an error on your report,10
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,NJ,Was not notified of investigation status or results,1
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,NM,Investigation took more than 30 days,16
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,NM,Problem with personal statement of dispute,1
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,NM,Their investigation did not fix an error on your report,7
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,NV,Investigation took more than 30 days,19
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,NV,Problem with personal statement of dispute,3
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,NV,Their investigation did not fix an error on your report,27
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,NY,Investigation took more than 30 days,6
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,NY,Their investigation did not fix an error on your report,22
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,OH,Difficulty submitting a dispute or getting information about a dispute over the phone,6
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,OH,Investigation took more than 30 days,4
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,OH,Problem with personal statement of dispute,1
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,OH,Their investigation did not fix an error on your report,27
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,OK,Difficulty submitting a dispute or getting information about a dispute over the phone,1
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,OK,Investigation took more than 30 days,8
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,OK,Problem with personal statement of dispute,1
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,OK,Their investigation did not fix an error on your report,10
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,OK,Was not notified of investigation status or results,2
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,OR,Investigation took more than 30 days,2
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,OR,Their investigation did not fix an error on your report,5
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,OR,Was not notified of investigation status or results,1
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,PA,Investigation took more than 30 days,6
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,PA,Their investigation did not fix an error on your report,16
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,PA,Was not notified of investigation status or results,1
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,PR,Investigation took more than 30 days,1
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,PR,Their investigation did not fix an error on your report,2
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,PR,Was not notified of investigation status or results,4
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,RI,Difficulty submitting a dispute or getting information about a dispute over the phone,2
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,RI,Investigation took more than 30 days,1
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,RI,Their investigation did not fix an error on your report,14
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,SC,Investigation took more than 30 days,14
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,SC,Their investigation did not fix an error on your report,6
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,SC,Was not notified of investigation status or results,11
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,SD,Their investigation did not fix an error on your report,4
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,TN,Investigation took more than 30 days,12
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,TN,Their investigation did not fix an error on your report,11
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,TN,Was not notified of investigation status or results,1
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,TX,Difficulty submitting a dispute or getting information about a dispute over the phone,3
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,TX,Investigation took more than 30 days,7
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,TX,Problem with personal statement of dispute,4
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,TX,Their investigation did not fix an error on your report,13
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,UT,Investigation took more than 30 days,1
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,UT,Problem with personal statement of dispute,2
Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,Credit reporting,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,UT,Their investigation did not fix an error on your report,7
