product,issue,sub_product,timely,company_response,submitted_via,company,date_received,state,sub_issue,common_complaints
Bank account or service,"Account opening, closing, or management",(CD) Certificate of deposit,Yes,Closed with explanation,Fax,TD BANK US HOLDING COMPANY,08-2014,ME,,1
Bank account or service,"Account opening, closing, or management",(CD) Certificate of deposit,Yes,Closed with explanation,Phone,WELLS FARGO & COMPANY,03-2016,AS,,1
Bank account or service,"Account opening, closing, or management",(CD) Certificate of deposit,Yes,Closed with explanation,Postal mail,WELLS FARGO & COMPANY,08-2014,VT,,1
Bank account or service,"Account opening, closing, or management",(CD) Certificate of deposit,Yes,Closed with explanation,Referral,BANK OF HAWAII CORPORATION,01-2017,AS,,1
Bank account or service,"Account opening, closing, or management",(CD) Certificate of deposit,Yes,Closed with explanation,Referral,"CITIZENS FINANCIAL GROUP, INC.",05-2012,VT,,1
Bank account or service,"Account opening, closing, or management",(CD) Certificate of deposit,Yes,Closed with explanation,Referral,COMMERCE BANK,08-2014,KS,,1
Bank account or service,"Account opening, closing, or management",(CD) Certificate of deposit,Yes,Closed with explanation,Referral,JPMORGAN CHASE & CO.,01-2013,GU,,1
Bank account or service,"Account opening, closing, or management",(CD) Certificate of deposit,Yes,Closed with explanation,Referral,REGIONS FINANCIAL CORPORATION,05-2012,VT,,1
Bank account or service,"Account opening, closing, or management",(CD) Certificate of deposit,Yes,Closed with explanation,Web,U.S. BANCORP,08-2014,KY,,1
Bank account or service,"Account opening, closing, or management",(CD) Certificate of deposit,Yes,Closed with non-monetary relief,Web,ALLY FINANCIAL INC.,08-2014,AZ,,1
Bank account or service,"Account opening, closing, or management",Cashing a check without an account,Yes,Closed with explanation,Web,"CITIZENS FINANCIAL GROUP, INC.",08-2014,MA,,1
Bank account or service,"Account opening, closing, or management",Checking account,No,Closed with explanation,Referral,BANK OF HAWAII CORPORATION,02-2014,GU,,1
Bank account or service,"Account opening, closing, or management",Checking account,Yes,Closed with explanation,Fax,"SUNTRUST BANKS, INC.",08-2014,MD,,1
Bank account or service,"Account opening, closing, or management",Checking account,Yes,Closed with explanation,Phone,"BANK OF AMERICA, NATIONAL ASSOCIATION",08-2014,OR,,1
Bank account or service,"Account opening, closing, or management",Checking account,Yes,Closed with explanation,Phone,JPMORGAN CHASE & CO.,08-2014,CT,,1
Bank account or service,"Account opening, closing, or management",Checking account,Yes,Closed with explanation,Phone,U.S. BANCORP,07-2014,MT,,1
Bank account or service,"Account opening, closing, or management",Checking account,Yes,Closed with explanation,Phone,U.S. BANCORP,12-2016,MP,,1
Bank account or service,"Account opening, closing, or management",Checking account,Yes,Closed with explanation,Phone,UNITED SERVICES AUTOMOBILE ASSOCIATION,06-2012,CA,,1
Bank account or service,"Account opening, closing, or management",Checking account,Yes,Closed with explanation,Phone,WELLS FARGO & COMPANY,08-2014,IA,,1
Bank account or service,"Account opening, closing, or management",Checking account,Yes,Closed with explanation,Phone,WELLS FARGO & COMPANY,08-2014,MD,,1
Bank account or service,"Account opening, closing, or management",Checking account,Yes,Closed with explanation,Phone,WELLS FARGO & COMPANY,08-2014,OK,,1
Bank account or service,"Account opening, closing, or management",Checking account,Yes,Closed with explanation,Postal mail,"BANK OF AMERICA, NATIONAL ASSOCIATION",08-2014,NM,,1
Bank account or service,"Account opening, closing, or management",Checking account,Yes,Closed with explanation,Postal mail,WELLS FARGO & COMPANY,08-2014,FL,,1
Bank account or service,"Account opening, closing, or management",Checking account,Yes,Closed with explanation,Referral,BANCO POPULAR DE PUERTO RICO,08-2014,VI,,1
Bank account or service,"Account opening, closing, or management",Checking account,Yes,Closed with explanation,Referral,"BANK OF AMERICA, NATIONAL ASSOCIATION",08-2014,IL,,1
Bank account or service,"Account opening, closing, or management",Checking account,Yes,Closed with explanation,Referral,BANK OF HAWAII CORPORATION,12-2014,AS,,1
Bank account or service,"Account opening, closing, or management",Checking account,Yes,Closed with explanation,Referral,BB&T CORPORATION,08-2014,NY,,1
Bank account or service,"Account opening, closing, or management",Checking account,Yes,Closed with explanation,Referral,BB&T CORPORATION,08-2014,VA,,1
Bank account or service,"Account opening, closing, or management",Checking account,Yes,Closed with explanation,Referral,"CITIZENS FINANCIAL GROUP, INC.",08-2014,MA,,1
Bank account or service,"Account opening, closing, or management",Checking account,Yes,Closed with explanation,Referral,"FIRST HAWAIIAN, INC.",06-2014,GU,,1
Bank account or service,"Account opening, closing, or management",Checking account,Yes,Closed with explanation,Referral,"FIRST HAWAIIAN, INC.",12-2012,GU,,1
Bank account or service,"Account opening, closing, or management",Checking account,Yes,Closed with explanation,Referral,"FIRST NIAGARA FINANCIAL GROUP, INC.",06-2012,PA,,1
Bank account or service,"Account opening, closing, or management",Checking account,Yes,Closed with explanation,Referral,JPMORGAN CHASE & CO.,06-2012,IN,,1
Bank account or service,"Account opening, closing, or management",Checking account,Yes,Closed with explanation,Referral,JPMORGAN CHASE & CO.,09-2012,GU,,1
Bank account or service,"Account opening, closing, or management",Checking account,Yes,Closed with explanation,Referral,"PEOPLE'S UNITED BANK, NATIONAL ASSOCIATION",08-2014,VT,,1
Bank account or service,"Account opening, closing, or management",Checking account,Yes,Closed with explanation,Referral,PNC Bank N.A.,08-2014,DE,,1
Bank account or service,"Account opening, closing, or management",Checking account,Yes,Closed with explanation,Referral,U.S. BANCORP,08-2014,NE,,1
Bank account or service,"Account opening, closing, or management",Checking account,Yes,Closed with explanation,Referral,U.S. BANCORP,08-2014,TN,,1
Bank account or service,"Account opening, closing, or management",Checking account,Yes,Closed with explanation,Referral,WELLS FARGO & COMPANY,06-2012,TX,,1
Bank account or service,"Account opening, closing, or management",Checking account,Yes,Closed with explanation,Referral,WELLS FARGO & COMPANY,08-2014,PA,,1
Bank account or service,"Account opening, closing, or management",Checking account,Yes,Closed with explanation,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",06-2014,SD,,2
Bank account or service,"Account opening, closing, or management",Checking account,Yes,Closed with explanation,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",08-2014,DC,,1
Bank account or service,"Account opening, closing, or management",Checking account,Yes,Closed with explanation,Web,CAPITAL ONE FINANCIAL CORPORATION,08-2014,NJ,,1
Bank account or service,"Account opening, closing, or management",Checking account,Yes,Closed with explanation,Web,"CITIZENS FINANCIAL GROUP, INC.",07-2014,VT,,1
Bank account or service,"Account opening, closing, or management",Checking account,Yes,Closed with explanation,Web,E*TRADE BANK,05-2012,VT,,1
Bank account or service,"Account opening, closing, or management",Checking account,Yes,Closed with explanation,Web,"Fidelity National Information Services, Inc. (FNIS)",08-2014,OR,,1
Bank account or service,"Account opening, closing, or management",Checking account,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,06-2012,NJ,,1
Bank account or service,"Account opening, closing, or management",Checking account,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,06-2014,SD,,1
Bank account or service,"Account opening, closing, or management",Checking account,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,08-2014,IL,,1
Bank account or service,"Account opening, closing, or management",Checking account,Yes,Closed with explanation,Web,NAVY FEDERAL CREDIT UNION,05-2014,VI,,1
Bank account or service,"Account opening, closing, or management",Checking account,Yes,Closed with explanation,Web,PNC Bank N.A.,06-2012,MI,,1
Bank account or service,"Account opening, closing, or management",Checking account,Yes,Closed with explanation,Web,U.S. BANCORP,06-2012,OH,,1
Bank account or service,"Account opening, closing, or management",Checking account,Yes,Closed with explanation,Web,U.S. BANCORP,08-2014,OR,,2
Bank account or service,"Account opening, closing, or management",Checking account,Yes,Closed with explanation,Web,WELLS FARGO & COMPANY,07-2016,GU,,1
Bank account or service,"Account opening, closing, or management",Checking account,Yes,Closed with explanation,Web,WELLS FARGO & COMPANY,08-2014,UT,,1
Bank account or service,"Account opening, closing, or management",Checking account,Yes,Closed with monetary relief,Phone,"BANK OF AMERICA, NATIONAL ASSOCIATION",08-2014,CA,,1
Bank account or service,"Account opening, closing, or management",Checking account,Yes,Closed with monetary relief,Phone,"CITIZENS FINANCIAL GROUP, INC.",05-2014,VT,,1
Bank account or service,"Account opening, closing, or management",Checking account,Yes,Closed with monetary relief,Phone,"CITIZENS FINANCIAL GROUP, INC.",06-2012,NH,,1
Bank account or service,"Account opening, closing, or management",Checking account,Yes,Closed with monetary relief,Referral,"BANK OF AMERICA, NATIONAL ASSOCIATION",05-2014,GU,,1
Bank account or service,"Account opening, closing, or management",Checking account,Yes,Closed with monetary relief,Referral,"BANK OF AMERICA, NATIONAL ASSOCIATION",06-2012,GA,,1
Bank account or service,"Account opening, closing, or management",Checking account,Yes,Closed with monetary relief,Referral,"BANK OF AMERICA, NATIONAL ASSOCIATION",08-2014,AZ,,1
Bank account or service,"Account opening, closing, or management",Checking account,Yes,Closed with monetary relief,Referral,"CITIZENS FINANCIAL GROUP, INC.",06-2012,VT,,1
Bank account or service,"Account opening, closing, or management",Checking account,Yes,Closed with monetary relief,Referral,TD BANK US HOLDING COMPANY,08-2014,RI,,1
Bank account or service,"Account opening, closing, or management",Checking account,Yes,Closed with monetary relief,Referral,WELLS FARGO & COMPANY,06-2012,CT,,1
Bank account or service,"Account opening, closing, or management",Checking account,Yes,Closed with monetary relief,Web,CAPITAL ONE FINANCIAL CORPORATION,08-2014,NE,,1
Bank account or service,"Account opening, closing, or management",Checking account,Yes,Closed with non-monetary relief,Fax,"BANK OF AMERICA, NATIONAL ASSOCIATION",06-2012,NM,,1
Bank account or service,"Account opening, closing, or management",Checking account,Yes,Closed with non-monetary relief,Phone,CAPITAL ONE FINANCIAL CORPORATION,08-2014,HI,,1
Bank account or service,"Account opening, closing, or management",Checking account,Yes,Closed with non-monetary relief,Phone,JPMORGAN CHASE & CO.,06-2012,MT,,1
Bank account or service,"Account opening, closing, or management",Checking account,Yes,Closed with non-monetary relief,Referral,"BANK OF AMERICA, NATIONAL ASSOCIATION",06-2012,CA,,1
Bank account or service,"Account opening, closing, or management",Checking account,Yes,Closed with non-monetary relief,Referral,FIFTH THIRD FINANCIAL CORPORATION,06-2012,WV,,1
Bank account or service,"Account opening, closing, or management",Other bank product/service,Yes,Closed with explanation,Fax,TD BANK US HOLDING COMPANY,07-2014,ME,,1
Bank account or service,"Account opening, closing, or management",Other bank product/service,Yes,Closed with explanation,Phone,"CITIZENS FINANCIAL GROUP, INC.",05-2012,VT,,1
Bank account or service,"Account opening, closing, or management",Other bank product/service,Yes,Closed with explanation,Phone,First Data Corporation,06-2014,AK,,1
Bank account or service,"Account opening, closing, or management",Other bank product/service,Yes,Closed with explanation,Phone,First Data Corporation,08-2014,LA,,1
Bank account or service,"Account opening, closing, or management",Other bank product/service,Yes,Closed with explanation,Phone,WELLS FARGO & COMPANY,06-2012,PA,,1
Bank account or service,"Account opening, closing, or management",Other bank product/service,Yes,Closed with explanation,Phone,WELLS FARGO & COMPANY,08-2014,DE,,1
Bank account or service,"Account opening, closing, or management",Other bank product/service,Yes,Closed with explanation,Referral,"CITIBANK, N.A.",07-2013,GU,,1
Bank account or service,"Account opening, closing, or management",Other bank product/service,Yes,Closed with explanation,Referral,"CITIBANK, N.A.",10-2015,GU,,1
Bank account or service,"Account opening, closing, or management",Other bank product/service,Yes,Closed with explanation,Referral,HSBC NORTH AMERICA HOLDINGS INC.,06-2014,AK,,1
Bank account or service,"Account opening, closing, or management",Other bank product/service,Yes,Closed with explanation,Referral,KEYCORP,06-2014,WY,,1
Bank account or service,"Account opening, closing, or management",Other bank product/service,Yes,Closed with explanation,Referral,MORGAN STANLEY & CO. LLC,08-2014,MO,,1
Bank account or service,"Account opening, closing, or management",Other bank product/service,Yes,Closed with explanation,Referral,Santander Consumer USA Holdings Inc.,06-2014,VT,,1
Bank account or service,"Account opening, closing, or management",Other bank product/service,Yes,Closed with explanation,Referral,TD BANK US HOLDING COMPANY,07-2014,VT,,1
Bank account or service,"Account opening, closing, or management",Other bank product/service,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,08-2014,TX,,1
Bank account or service,"Account opening, closing, or management",Other bank product/service,Yes,Closed with explanation,Web,VALLEY NATIONAL BANCORP,08-2014,NY,,1
Bank account or service,"Account opening, closing, or management",Other bank product/service,Yes,Closed with monetary relief,Fax,TD BANK US HOLDING COMPANY,08-2014,PA,,1
Bank account or service,"Account opening, closing, or management",Other bank product/service,Yes,Closed with monetary relief,Referral,CAPITAL ONE FINANCIAL CORPORATION,08-2014,OR,,1
Bank account or service,"Account opening, closing, or management",Other bank product/service,Yes,Closed with non-monetary relief,Phone,REGIONS FINANCIAL CORPORATION,06-2014,AK,,1
Bank account or service,"Account opening, closing, or management",Other bank product/service,Yes,Closed with non-monetary relief,Web,WELLS FARGO & COMPANY,08-2014,CA,,1
Bank account or service,"Account opening, closing, or management",Savings account,No,Closed with explanation,Postal mail,Deutsche Bank,03-2016,MP,,1
Bank account or service,"Account opening, closing, or management",Savings account,Yes,Closed with explanation,Phone,JPMORGAN CHASE & CO.,06-2012,OH,,1
Bank account or service,"Account opening, closing, or management",Savings account,Yes,Closed with explanation,Referral,NAVY FEDERAL CREDIT UNION,07-2014,AS,,1
Bank account or service,"Account opening, closing, or management",Savings account,Yes,Closed with explanation,Web,GOLDMAN SACHS BANK USA,08-2014,WI,,1
Bank account or service,"Account opening, closing, or management",Savings account,Yes,Closed with explanation,Web,U.S. BANCORP,08-2014,IA,,1
Bank account or service,"Account opening, closing, or management",Savings account,Yes,Closed with monetary relief,Phone,HSBC NORTH AMERICA HOLDINGS INC.,06-2012,NY,,1
Bank account or service,Deposits and withdrawals,(CD) Certificate of deposit,Yes,Closed with explanation,Web,WELLS FARGO & COMPANY,07-2014,AK,,1
Bank account or service,Deposits and withdrawals,Checking account,Yes,Closed,Web,PNC Bank N.A.,08-2014,VA,,1
Bank account or service,Deposits and withdrawals,Checking account,Yes,Closed,Web,"SANTANDER BANK, NATIONAL ASSOCIATION",06-2012,MA,,1
Bank account or service,Deposits and withdrawals,Checking account,Yes,Closed with explanation,Phone,JPMORGAN CHASE & CO.,06-2012,PA,,1
Bank account or service,Deposits and withdrawals,Checking account,Yes,Closed with explanation,Phone,JPMORGAN CHASE & CO.,06-2012,WI,,1
Bank account or service,Deposits and withdrawals,Checking account,Yes,Closed with explanation,Phone,JPMORGAN CHASE & CO.,08-2014,WA,,1
Bank account or service,Deposits and withdrawals,Checking account,Yes,Closed with explanation,Phone,PNC Bank N.A.,08-2014,NJ,,1
Bank account or service,Deposits and withdrawals,Checking account,Yes,Closed with explanation,Phone,U.S. BANCORP,07-2014,AK,,1
Bank account or service,Deposits and withdrawals,Checking account,Yes,Closed with explanation,Phone,WELLS FARGO & COMPANY,06-2012,CA,,1
Bank account or service,Deposits and withdrawals,Checking account,Yes,Closed with explanation,Postal mail,"BANK OF AMERICA, NATIONAL ASSOCIATION",08-2014,CA,,1
Bank account or service,Deposits and withdrawals,Checking account,Yes,Closed with explanation,Referral,"BANK OF AMERICA, NATIONAL ASSOCIATION",08-2014,DC,,1
Bank account or service,Deposits and withdrawals,Checking account,Yes,Closed with explanation,Referral,"BANK OF AMERICA, NATIONAL ASSOCIATION",08-2014,KS,,1
Bank account or service,Deposits and withdrawals,Checking account,Yes,Closed with explanation,Referral,"BANK OF AMERICA, NATIONAL ASSOCIATION",08-2014,NH,,1
Bank account or service,Deposits and withdrawals,Checking account,Yes,Closed with explanation,Referral,"BANK OF AMERICA, NATIONAL ASSOCIATION",08-2014,WI,,1
Bank account or service,Deposits and withdrawals,Checking account,Yes,Closed with explanation,Referral,BB&T CORPORATION,06-2012,GA,,1
Bank account or service,Deposits and withdrawals,Checking account,Yes,Closed with explanation,Referral,NAVY FEDERAL CREDIT UNION,08-2014,KY,,1
Bank account or service,Deposits and withdrawals,Checking account,Yes,Closed with explanation,Referral,NAVY FEDERAL CREDIT UNION,11-2015,GU,,1
Bank account or service,Deposits and withdrawals,Checking account,Yes,Closed with explanation,Referral,"SANTANDER BANK, NATIONAL ASSOCIATION",06-2012,NJ,,1
Bank account or service,Deposits and withdrawals,Checking account,Yes,Closed with explanation,Referral,"SUNTRUST BANKS, INC.",08-2014,VI,,1
Bank account or service,Deposits and withdrawals,Checking account,Yes,Closed with explanation,Referral,WELLS FARGO & COMPANY,06-2012,AK,,1
Bank account or service,Deposits and withdrawals,Checking account,Yes,Closed with explanation,Referral,WELLS FARGO & COMPANY,06-2012,SD,,1
Bank account or service,Deposits and withdrawals,Checking account,Yes,Closed with explanation,Referral,WELLS FARGO & COMPANY,08-2014,CO,,2
Bank account or service,Deposits and withdrawals,Checking account,Yes,Closed with explanation,Web,BANK OF HAWAII CORPORATION,08-2014,HI,,1
Bank account or service,Deposits and withdrawals,Checking account,Yes,Closed with explanation,Web,FIFTH THIRD FINANCIAL CORPORATION,08-2014,FL,,1
Bank account or service,Deposits and withdrawals,Checking account,Yes,Closed with explanation,Web,"FIRST HAWAIIAN, INC.",09-2015,GU,,1
Bank account or service,Deposits and withdrawals,Checking account,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,08-2014,ID,,1
Bank account or service,Deposits and withdrawals,Checking account,Yes,Closed with explanation,Web,"SANTANDER BANK, NATIONAL ASSOCIATION",08-2014,MA,,1
Bank account or service,Deposits and withdrawals,Checking account,Yes,Closed with explanation,Web,"SUNTRUST BANKS, INC.",08-2014,TN,,1
Bank account or service,Deposits and withdrawals,Checking account,Yes,Closed with explanation,Web,TD BANK US HOLDING COMPANY,08-2014,NH,,1
Bank account or service,Deposits and withdrawals,Checking account,Yes,Closed with explanation,Web,U.S. BANCORP,08-2014,AR,,1
Bank account or service,Deposits and withdrawals,Checking account,Yes,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,08-2014,OH,,1
Bank account or service,Deposits and withdrawals,Checking account,Yes,Closed with explanation,Web,WELLS FARGO & COMPANY,06-2014,AK,,1
Bank account or service,Deposits and withdrawals,Checking account,Yes,Closed with explanation,Web,WELLS FARGO & COMPANY,08-2014,TX,,1
Bank account or service,Deposits and withdrawals,Checking account,Yes,Closed with explanation,Web,WELLS FARGO & COMPANY,08-2014,WA,,1
Bank account or service,Deposits and withdrawals,Checking account,Yes,Closed with monetary relief,Phone,"CITIZENS FINANCIAL GROUP, INC.",06-2012,MA,,1
Bank account or service,Deposits and withdrawals,Checking account,Yes,Closed with monetary relief,Phone,WELLS FARGO & COMPANY,06-2012,CA,,1
Bank account or service,Deposits and withdrawals,Checking account,Yes,Closed with monetary relief,Postal mail,JPMORGAN CHASE & CO.,06-2012,NY,,1
Bank account or service,Deposits and withdrawals,Checking account,Yes,Closed with monetary relief,Referral,"CITIBANK, N.A.",06-2012,NY,,1
Bank account or service,Deposits and withdrawals,Checking account,Yes,Closed with monetary relief,Web,ALLY FINANCIAL INC.,08-2014,AR,,1
Bank account or service,Deposits and withdrawals,Checking account,Yes,Closed with monetary relief,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",08-2014,NM,,1
Bank account or service,Deposits and withdrawals,Checking account,Yes,Closed with monetary relief,Web,"CITIZENS FINANCIAL GROUP, INC.",08-2014,MA,,1
Bank account or service,Deposits and withdrawals,Checking account,Yes,Closed with monetary relief,Web,JPMORGAN CHASE & CO.,08-2014,UT,,1
Bank account or service,Deposits and withdrawals,Checking account,Yes,Closed with monetary relief,Web,PNC Bank N.A.,05-2014,VI,,1
Bank account or service,Deposits and withdrawals,Checking account,Yes,Closed with monetary relief,Web,WELLS FARGO & COMPANY,08-2014,CO,,1
Bank account or service,Deposits and withdrawals,Checking account,Yes,Closed with monetary relief,Web,WELLS FARGO & COMPANY,08-2014,WA,,1
Bank account or service,Deposits and withdrawals,Checking account,Yes,Closed with non-monetary relief,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,08-2014,WI,,1
Bank account or service,Deposits and withdrawals,Checking account,Yes,Closed with non-monetary relief,Web,WELLS FARGO & COMPANY,08-2014,CO,,1
Bank account or service,Deposits and withdrawals,Checking account,Yes,Closed without relief,Phone,COMMERCE BANK,03-2012,MP,,1
Bank account or service,Deposits and withdrawals,Other bank product/service,Yes,Closed,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",06-2012,WA,,1
Bank account or service,Deposits and withdrawals,Other bank product/service,Yes,Closed with explanation,Phone,"CITIZENS FINANCIAL GROUP, INC.",08-2014,ME,,1
Bank account or service,Deposits and withdrawals,Other bank product/service,Yes,Closed with explanation,Phone,"Fidelity National Information Services, Inc. (FNIS)",07-2014,MT,,1
Bank account or service,Deposits and withdrawals,Other bank product/service,Yes,Closed with explanation,Phone,WELLS FARGO & COMPANY,08-2014,OH,,1
Bank account or service,Deposits and withdrawals,Other bank product/service,Yes,Closed with explanation,Postal mail,"CITIZENS FINANCIAL GROUP, INC.",08-2014,MA,,1
Bank account or service,Deposits and withdrawals,Other bank product/service,Yes,Closed with explanation,Referral,NAVY FEDERAL CREDIT UNION,08-2014,CO,,1
Bank account or service,Deposits and withdrawals,Other bank product/service,Yes,Closed with explanation,Web,"Northern Trust Company, The",08-2014,MD,,1
Bank account or service,Deposits and withdrawals,Other bank product/service,Yes,Closed with explanation,Web,TD BANK US HOLDING COMPANY,04-2014,VT,,1
Bank account or service,Deposits and withdrawals,Other bank product/service,Yes,Closed with explanation,Web,U.S. BANCORP,08-2014,OR,,1
Bank account or service,Deposits and withdrawals,Other bank product/service,Yes,Closed with explanation,Web,WELLS FARGO & COMPANY,08-2014,MD,,1
Bank account or service,Deposits and withdrawals,Savings account,Yes,Closed with explanation,Referral,WELLS FARGO & COMPANY,06-2012,CA,,1
Bank account or service,"Making/receiving payments, sending money",(CD) Certificate of deposit,No,Closed with non-monetary relief,Referral,"BANK OF AMERICA, NATIONAL ASSOCIATION",06-2012,WY,,1
Bank account or service,"Making/receiving payments, sending money",Checking account,Yes,Closed with explanation,Phone,JPMORGAN CHASE & CO.,08-2014,NY,,1
Bank account or service,"Making/receiving payments, sending money",Checking account,Yes,Closed with explanation,Referral,"BANK OF AMERICA, NATIONAL ASSOCIATION",06-2012,ID,,1
Bank account or service,"Making/receiving payments, sending money",Checking account,Yes,Closed with explanation,Referral,BANK OF HAWAII CORPORATION,02-2013,MP,,1
Bank account or service,"Making/receiving payments, sending money",Checking account,Yes,Closed with explanation,Referral,WELLS FARGO & COMPANY,06-2012,AK,,1
Bank account or service,"Making/receiving payments, sending money",Checking account,Yes,Closed with explanation,Web,U.S. BANCORP,08-2014,IA,,1
Bank account or service,"Making/receiving payments, sending money",Checking account,Yes,Closed with explanation,Web,U.S. BANCORP,08-2014,OR,,1
Bank account or service,"Making/receiving payments, sending money",Checking account,Yes,Closed with monetary relief,Phone,UNITED SERVICES AUTOMOBILE ASSOCIATION,08-2014,CA,,1
Bank account or service,"Making/receiving payments, sending money",Checking account,Yes,Closed with monetary relief,Referral,PNC Bank N.A.,08-2014,KY,,1
Bank account or service,"Making/receiving payments, sending money",Checking account,Yes,Closed with monetary relief,Referral,WELLS FARGO & COMPANY,06-2012,IA,,1
Bank account or service,"Making/receiving payments, sending money",Checking account,Yes,Closed with monetary relief,Web,TD BANK US HOLDING COMPANY,08-2014,NJ,,1
Bank account or service,"Making/receiving payments, sending money",Checking account,Yes,Closed with monetary relief,Web,WELLS FARGO & COMPANY,06-2014,SD,,1
Bank account or service,"Making/receiving payments, sending money",Other bank product/service,Yes,Closed with explanation,Web,CAPITAL ONE FINANCIAL CORPORATION,08-2014,VA,,1
Bank account or service,"Making/receiving payments, sending money",Other bank product/service,Yes,Closed with explanation,Web,Ocwen Financial Corporation,01-2013,AS,,1
Bank account or service,"Making/receiving payments, sending money",Other bank product/service,Yes,Closed with explanation,Web,"SANTANDER BANK, NATIONAL ASSOCIATION",08-2014,MA,,1
Bank account or service,"Making/receiving payments, sending money",Other bank product/service,Yes,Closed with explanation,Web,U.S. BANCORP,08-2014,NE,,1
Bank account or service,"Making/receiving payments, sending money",Other bank product/service,Yes,Closed with explanation,Web,WELLS FARGO & COMPANY,09-2013,MP,,1
Bank account or service,"Making/receiving payments, sending money",Savings account,Yes,Closed with explanation,Phone,CAPITAL ONE FINANCIAL CORPORATION,06-2012,NY,,1
Bank account or service,Problems caused by my funds being low,(CD) Certificate of deposit,Yes,Closed with monetary relief,Referral,FIRST NATIONAL BANK OF OMAHA,06-2012,KS,,1
Bank account or service,Problems caused by my funds being low,Checking account,Yes,Closed,Postal mail,"SANTANDER BANK, NATIONAL ASSOCIATION",06-2012,PA,,1
Bank account or service,Problems caused by my funds being low,Checking account,Yes,Closed with explanation,Phone,BB&T CORPORATION,08-2014,WV,,1
Bank account or service,Problems caused by my funds being low,Checking account,Yes,Closed with explanation,Phone,CAPITAL ONE FINANCIAL CORPORATION,06-2012,NY,,1
Bank account or service,Problems caused by my funds being low,Checking account,Yes,Closed with explanation,Phone,TD BANK US HOLDING COMPANY,06-2012,VT,,1
Bank account or service,Problems caused by my funds being low,Checking account,Yes,Closed with explanation,Phone,TD BANK US HOLDING COMPANY,06-2014,ME,,1
Bank account or service,Problems caused by my funds being low,Checking account,Yes,Closed with explanation,Referral,TD BANK US HOLDING COMPANY,08-2014,NH,,1
Bank account or service,Problems caused by my funds being low,Checking account,Yes,Closed with explanation,Referral,WELLS FARGO & COMPANY,06-2012,CO,,1
Bank account or service,Problems caused by my funds being low,Checking account,Yes,Closed with explanation,Web,BB&T CORPORATION,08-2014,MA,,1
Bank account or service,Problems caused by my funds being low,Checking account,Yes,Closed with explanation,Web,"FIRST HAWAIIAN, INC.",07-2014,HI,,1
Bank account or service,Problems caused by my funds being low,Checking account,Yes,Closed with explanation,Web,REGIONS FINANCIAL CORPORATION,08-2014,NC,,1
Bank account or service,Problems caused by my funds being low,Checking account,Yes,Closed with explanation,Web,"SANTANDER BANK, NATIONAL ASSOCIATION",08-2014,PA,,1
Bank account or service,Problems caused by my funds being low,Checking account,Yes,Closed with explanation,Web,"SUNTRUST BANKS, INC.",08-2014,WV,,1
Bank account or service,Problems caused by my funds being low,Checking account,Yes,Closed with explanation,Web,TD BANK US HOLDING COMPANY,06-2012,NH,,1
Bank account or service,Problems caused by my funds being low,Checking account,Yes,Closed with explanation,Web,TD BANK US HOLDING COMPANY,06-2014,VT,,1
Bank account or service,Problems caused by my funds being low,Checking account,Yes,Closed with explanation,Web,U.S. BANCORP,07-2014,ME,,1
Bank account or service,Problems caused by my funds being low,Checking account,Yes,Closed with explanation,Web,U.S. BANCORP,07-2014,WY,,1
Bank account or service,Problems caused by my funds being low,Checking account,Yes,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,08-2014,TX,,1
Bank account or service,Problems caused by my funds being low,Checking account,Yes,Closed with explanation,Web,WELLS FARGO & COMPANY,06-2012,GA,,1
Bank account or service,Problems caused by my funds being low,Checking account,Yes,Closed with explanation,Web,WELLS FARGO & COMPANY,08-2014,IA,,1
Bank account or service,Problems caused by my funds being low,Checking account,Yes,Closed with monetary relief,Phone,TD BANK US HOLDING COMPANY,08-2014,PA,,1
Bank account or service,Problems caused by my funds being low,Checking account,Yes,Closed with monetary relief,Referral,"BANK OF AMERICA, NATIONAL ASSOCIATION",06-2012,ME,,1
Bank account or service,Problems caused by my funds being low,Checking account,Yes,Closed with monetary relief,Referral,"BANK OF AMERICA, NATIONAL ASSOCIATION",06-2012,TN,,1
Bank account or service,Problems caused by my funds being low,Checking account,Yes,Closed with monetary relief,Referral,"BANK OF AMERICA, NATIONAL ASSOCIATION",08-2014,MD,,1
Bank account or service,Problems caused by my funds being low,Checking account,Yes,Closed with monetary relief,Referral,"BANK OF AMERICA, NATIONAL ASSOCIATION",08-2014,RI,,1
Bank account or service,Problems caused by my funds being low,Checking account,Yes,Closed with monetary relief,Referral,BANK OF THE WEST,07-2014,SD,,1
Bank account or service,Problems caused by my funds being low,Checking account,Yes,Closed with monetary relief,Referral,BOK FINANCIAL CORP,08-2014,OK,,1
